"","administrative","city","airport","imported","cases","region","population","date","Date"
"19331","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-11",2021-01-11
"19332","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-12",2021-01-12
"19333","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-13",2021-01-13
"19334","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-14",2021-01-14
"19335","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-15",2021-01-15
"19336","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-16",2021-01-16
"19337","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-17",2021-01-17
"19338","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-18",2021-01-18
"19339","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-19",2021-01-19
"19340","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-20",2021-01-20
"19341","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-21",2021-01-21
"19342","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-22",2021-01-22
"19343","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-23",2021-01-23
"19344","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-24",2021-01-24
"19345","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-25",2021-01-25
"19346","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-26",2021-01-26
"19347","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-27",2021-01-27
"19348","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-28",2021-01-28
"19349","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-29",2021-01-29
"19350","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-30",2021-01-30
"19351","District","Sanmin District","Yes","No",0,"South",339528,"2021-01-31",2021-01-31
"19352","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-01",2021-02-01
"19353","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-02",2021-02-02
"19354","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-03",2021-02-03
"19355","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-04",2021-02-04
"19356","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-05",2021-02-05
"19357","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-06",2021-02-06
"19358","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-07",2021-02-07
"19359","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-08",2021-02-08
"19360","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-09",2021-02-09
"19361","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-10",2021-02-10
"19362","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-11",2021-02-11
"19363","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-12",2021-02-12
"19364","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-13",2021-02-13
"19365","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-14",2021-02-14
"19366","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-15",2021-02-15
"19367","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-16",2021-02-16
"19368","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-17",2021-02-17
"19369","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-18",2021-02-18
"19370","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-19",2021-02-19
"19371","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-20",2021-02-20
"19372","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-21",2021-02-21
"19373","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-22",2021-02-22
"19374","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-23",2021-02-23
"19375","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-24",2021-02-24
"19376","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-25",2021-02-25
"19377","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-26",2021-02-26
"19378","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-27",2021-02-27
"19379","District","Sanmin District","Yes","No",0,"South",339528,"2021-02-28",2021-02-28
"19380","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-01",2021-03-01
"19381","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-02",2021-03-02
"19382","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-03",2021-03-03
"19383","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-04",2021-03-04
"19384","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-05",2021-03-05
"19385","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-06",2021-03-06
"19386","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-07",2021-03-07
"19387","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-08",2021-03-08
"19388","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-09",2021-03-09
"19389","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-10",2021-03-10
"19390","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-11",2021-03-11
"19391","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-12",2021-03-12
"19392","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-13",2021-03-13
"19393","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-14",2021-03-14
"19394","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-15",2021-03-15
"19395","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-16",2021-03-16
"19396","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-17",2021-03-17
"19397","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-18",2021-03-18
"19398","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-19",2021-03-19
"19399","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-20",2021-03-20
"19400","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-21",2021-03-21
"19401","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-22",2021-03-22
"19402","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-23",2021-03-23
"19403","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-24",2021-03-24
"19404","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-25",2021-03-25
"19405","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-26",2021-03-26
"19406","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-27",2021-03-27
"19407","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-28",2021-03-28
"19408","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-29",2021-03-29
"19409","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-30",2021-03-30
"19410","District","Sanmin District","Yes","No",0,"South",339528,"2021-03-31",2021-03-31
"19411","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-01",2021-04-01
"19412","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-02",2021-04-02
"19413","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-03",2021-04-03
"19414","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-04",2021-04-04
"19415","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-05",2021-04-05
"19416","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-06",2021-04-06
"19417","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-07",2021-04-07
"19418","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-08",2021-04-08
"19419","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-09",2021-04-09
"19420","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-10",2021-04-10
"19421","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-11",2021-04-11
"19422","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-12",2021-04-12
"19423","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-13",2021-04-13
"19424","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-14",2021-04-14
"19425","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-15",2021-04-15
"19426","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-16",2021-04-16
"19427","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-17",2021-04-17
"19428","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-18",2021-04-18
"19429","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-19",2021-04-19
"19430","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-20",2021-04-20
"19431","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-21",2021-04-21
"19432","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-22",2021-04-22
"19433","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-23",2021-04-23
"19434","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-24",2021-04-24
"19435","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-25",2021-04-25
"19436","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-26",2021-04-26
"19437","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-27",2021-04-27
"19438","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-28",2021-04-28
"19439","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-29",2021-04-29
"19440","District","Sanmin District","Yes","No",0,"South",339528,"2021-04-30",2021-04-30
"19441","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-01",2021-05-01
"19442","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-02",2021-05-02
"19443","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-03",2021-05-03
"19444","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-04",2021-05-04
"19445","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-05",2021-05-05
"19446","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-06",2021-05-06
"19447","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-07",2021-05-07
"19448","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-08",2021-05-08
"19449","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-09",2021-05-09
"19450","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-10",2021-05-10
"19451","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-11",2021-05-11
"19452","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-12",2021-05-12
"19453","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-13",2021-05-13
"19454","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-14",2021-05-14
"19455","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-15",2021-05-15
"19456","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-16",2021-05-16
"19457","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-17",2021-05-17
"19458","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-18",2021-05-18
"19459","District","Sanmin District","Yes","No",1,"South",339528,"2021-05-19",2021-05-19
"19460","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-20",2021-05-20
"19461","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-21",2021-05-21
"19462","District","Sanmin District","Yes","No",1,"South",339528,"2021-05-22",2021-05-22
"19463","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-23",2021-05-23
"19464","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-24",2021-05-24
"19465","District","Sanmin District","Yes","No",1,"South",339528,"2021-05-25",2021-05-25
"19466","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-26",2021-05-26
"19467","District","Sanmin District","Yes","No",1,"South",339528,"2021-05-27",2021-05-27
"19468","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-28",2021-05-28
"19469","District","Sanmin District","Yes","No",1,"South",339528,"2021-05-29",2021-05-29
"19470","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-30",2021-05-30
"19471","District","Sanmin District","Yes","No",0,"South",339528,"2021-05-31",2021-05-31
"19472","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-01",2021-06-01
"19473","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-02",2021-06-02
"19474","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-03",2021-06-03
"19475","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-04",2021-06-04
"19476","District","Sanmin District","Yes","No",1,"South",339528,"2021-06-05",2021-06-05
"19477","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-06",2021-06-06
"19478","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-07",2021-06-07
"19479","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-08",2021-06-08
"19480","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-09",2021-06-09
"19481","District","Sanmin District","Yes","No",0,"South",339528,"2021-06-10",2021-06-10
"19482","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-01",2021-01-01
"19483","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-02",2021-01-02
"19484","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-03",2021-01-03
"19485","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-04",2021-01-04
"19486","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-05",2021-01-05
"19487","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-06",2021-01-06
"19488","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-07",2021-01-07
"19489","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-08",2021-01-08
"19490","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-09",2021-01-09
"19491","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-10",2021-01-10
"19492","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-11",2021-01-11
"19493","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-12",2021-01-12
"19494","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-13",2021-01-13
"19495","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-14",2021-01-14
"19496","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-15",2021-01-15
"19497","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-16",2021-01-16
"19498","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-17",2021-01-17
"19499","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-18",2021-01-18
"19500","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-19",2021-01-19
"19501","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-20",2021-01-20
"19502","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-21",2021-01-21
"19503","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-22",2021-01-22
"19504","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-23",2021-01-23
"19505","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-24",2021-01-24
"19506","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-25",2021-01-25
"19507","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-26",2021-01-26
"19508","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-27",2021-01-27
"19509","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-28",2021-01-28
"19510","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-29",2021-01-29
"19511","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-30",2021-01-30
"19512","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-01-31",2021-01-31
"19513","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-01",2021-02-01
"19514","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-02",2021-02-02
"19515","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-03",2021-02-03
"19516","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-04",2021-02-04
"19517","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-05",2021-02-05
"19518","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-06",2021-02-06
"19519","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-07",2021-02-07
"19520","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-08",2021-02-08
"19521","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-09",2021-02-09
"19522","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-10",2021-02-10
"19523","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-11",2021-02-11
"19524","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-12",2021-02-12
"19525","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-13",2021-02-13
"19526","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-14",2021-02-14
"19527","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-15",2021-02-15
"19528","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-16",2021-02-16
"19529","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-17",2021-02-17
"19530","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-18",2021-02-18
"19531","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-19",2021-02-19
"19532","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-20",2021-02-20
"19533","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-21",2021-02-21
"19534","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-22",2021-02-22
"19535","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-23",2021-02-23
"19536","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-24",2021-02-24
"19537","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-25",2021-02-25
"19538","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-26",2021-02-26
"19539","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-27",2021-02-27
"19540","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-02-28",2021-02-28
"19541","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-01",2021-03-01
"19542","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-02",2021-03-02
"19543","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-03",2021-03-03
"19544","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-04",2021-03-04
"19545","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-05",2021-03-05
"19546","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-06",2021-03-06
"19547","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-07",2021-03-07
"19548","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-08",2021-03-08
"19549","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-09",2021-03-09
"19550","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-10",2021-03-10
"19551","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-11",2021-03-11
"19552","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-12",2021-03-12
"19553","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-13",2021-03-13
"19554","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-14",2021-03-14
"19555","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-15",2021-03-15
"19556","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-16",2021-03-16
"19557","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-17",2021-03-17
"19558","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-18",2021-03-18
"19559","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-19",2021-03-19
"19560","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-20",2021-03-20
"19561","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-21",2021-03-21
"19562","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-22",2021-03-22
"19563","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-23",2021-03-23
"19564","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-24",2021-03-24
"19565","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-25",2021-03-25
"19566","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-26",2021-03-26
"19567","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-27",2021-03-27
"19568","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-28",2021-03-28
"19569","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-29",2021-03-29
"19570","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-30",2021-03-30
"19571","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-03-31",2021-03-31
"19572","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-01",2021-04-01
"19573","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-02",2021-04-02
"19574","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-03",2021-04-03
"19575","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-04",2021-04-04
"19576","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-05",2021-04-05
"19577","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-06",2021-04-06
"19578","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-07",2021-04-07
"19579","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-08",2021-04-08
"19580","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-09",2021-04-09
"19581","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-10",2021-04-10
"19582","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-11",2021-04-11
"19583","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-12",2021-04-12
"19584","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-13",2021-04-13
"19585","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-14",2021-04-14
"19586","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-15",2021-04-15
"19587","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-16",2021-04-16
"19588","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-17",2021-04-17
"19589","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-18",2021-04-18
"19590","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-19",2021-04-19
"19591","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-20",2021-04-20
"19592","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-21",2021-04-21
"19593","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-22",2021-04-22
"19594","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-23",2021-04-23
"19595","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-24",2021-04-24
"19596","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-25",2021-04-25
"19597","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-26",2021-04-26
"19598","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-27",2021-04-27
"19599","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-28",2021-04-28
"19600","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-29",2021-04-29
"19601","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-04-30",2021-04-30
"19602","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-01",2021-05-01
"19603","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-02",2021-05-02
"19604","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-03",2021-05-03
"19605","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-04",2021-05-04
"19606","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-05",2021-05-05
"19607","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-06",2021-05-06
"19608","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-07",2021-05-07
"19609","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-08",2021-05-08
"19610","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-09",2021-05-09
"19611","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-10",2021-05-10
"19612","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-11",2021-05-11
"19613","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-12",2021-05-12
"19614","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-13",2021-05-13
"19615","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-14",2021-05-14
"19616","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-15",2021-05-15
"19617","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-16",2021-05-16
"19618","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-17",2021-05-17
"19619","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-18",2021-05-18
"19620","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-19",2021-05-19
"19621","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-20",2021-05-20
"19622","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-21",2021-05-21
"19623","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-22",2021-05-22
"19624","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-23",2021-05-23
"19625","Township/city","Sanwan Township","No","No",1,"Central",6526,"2021-05-24",2021-05-24
"19626","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-25",2021-05-25
"19627","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-26",2021-05-26
"19628","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-27",2021-05-27
"19629","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-28",2021-05-28
"19630","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-29",2021-05-29
"19631","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-30",2021-05-30
"19632","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-05-31",2021-05-31
"19633","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-01",2021-06-01
"19634","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-02",2021-06-02
"19635","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-03",2021-06-03
"19636","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-04",2021-06-04
"19637","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-05",2021-06-05
"19638","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-06",2021-06-06
"19639","Township/city","Sanwan Township","No","No",2,"Central",6526,"2021-06-07",2021-06-07
"19640","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-08",2021-06-08
"19641","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-09",2021-06-09
"19642","Township/city","Sanwan Township","No","No",0,"Central",6526,"2021-06-10",2021-06-10
"19643","District","Sanxia District","No","No",0,"North",86945,"2021-01-01",2021-01-01
"19644","District","Sanxia District","No","No",0,"North",86945,"2021-01-02",2021-01-02
"19645","District","Sanxia District","No","No",0,"North",86945,"2021-01-03",2021-01-03
"19646","District","Sanxia District","No","No",0,"North",86945,"2021-01-04",2021-01-04
"19647","District","Sanxia District","No","No",0,"North",86945,"2021-01-05",2021-01-05
"19648","District","Sanxia District","No","No",0,"North",86945,"2021-01-06",2021-01-06
"19649","District","Sanxia District","No","No",0,"North",86945,"2021-01-07",2021-01-07
"19650","District","Sanxia District","No","No",0,"North",86945,"2021-01-08",2021-01-08
"19651","District","Sanxia District","No","No",0,"North",86945,"2021-01-09",2021-01-09
